id,coaster_name,Location,Continent,Country
79HH26,Troy ,Toverland,Europe,Netherlands
81AW75,Tsunami ,Clementon Park & Splash World,North America,United States
15MQ25,Tulireki,Linnanmäki,Europe,Finland
16EA59,Tumbili,Kings Dominion,North America,United States
77ST32,Turbo Mountain,Adventure World,Oceania,Australia
37HK15,Turbulence ,Adventureland (New York),North America,United States
30CN96,Twist Coaster Robin,Yomiuriland,Asia,Japan
96VX51,Twist n' Shout,Loudoun Castle,Europe,United Kingdom
87GV82,Twisted Colossus,Six Flags Magic Mountain,North America,United States
30KX55,Twisted Cyclone,Six Flags Over Georgia,North America,United States
70YK70,Twisted Timbers,Kings Dominion,North America,United States
42JB24,Twisted Typhoon,Wild Adventures,North America,United States
61QR35,Twister ,Knoebels Amusement Resort,North America,United States
63GV14,Twister II,Elitch Gardens,North America,United States
62XS62,Two Face: The Flip Side,Six Flags America,North America,United States
99BC17,Typhoon ,Bobbejaanland,Europe,Belgium
71LM60,Ultra Twister ,Nagashima Spa Land,Asia,Japan
81UB64,Ultra Twister ,Nagashima Spa Land,Asia,Japan
28CP76,Ultra Twister ,Six Flags,North America,United States
46IG73,Ultra Twister ,Six Flags Great Adventure,North America,United States
15LR49,Untamed ,Canobie Lake Park,North America,United States
42FS29,Untamed ,Grona Lund,Europe,Sweden
27GN27,Untamed ,Walibi Holland,Europe,Netherlands
56HS53,Valkyria ,Liseberg,Europe,Sweden
56EZ93,Valravn ,Cedar Point,North America,United States
26NE46,Vampire ,Chessington World of Adventures,Europe,United Kingdom
53HD82,Van Helsing's Factory,Movie Park Germany,Europe,Germany
86GP80,Vapor Trail ,Sesame Place,North America,United States
41CB40,Vekoma Illusion,Bobbejaanland,Europe,Belgium
14IZ48,VelociCoaster,Universal's Islands of Adventure,North America,United States
93QG74,Verbolten,Busch Gardens Williamsburg,North America,United States
32AV26,Vertical Velocity ,Six Flags Great America,North America,United States
27WT63,Viking Voyage,Tatyo Park,Europe,United Kingdom
78IK51,Vilda Musen,Gröna Lund,Europe,Sweden
10LA77,Vild-Svinet,BonBon-Land,Europe,Denmark
48AM66,Villain ,Geauga Lake,North America,United States
39WA39,Viper ,Six Flags AstroWorld,North America,United States
86FZ49,Viper ,Six Flags Darien Lake,North America,United States
31VF32,Viper ,Six Flags Great Adventure,North America,United States
10ZP49,Viper ,Six Flags Great America,North America,United States
50GR43,Viper ,Six Flags Magic Mountain,North America,United States
66FN31,Viper ,Six Flags Over Georgia,North America,United States
83SG33,Vipère,La Ronde,North America,Canada
27PW30,Vogel Rok,Efteling,Europe,Netherlands
26MM44,Volcano: The Blast Coaster,Kings Dominion,North America,United States
54WO94,Vonkaputous,Linnanmäki,Europe,Finland
85DA85,Vortex ,Calaway Park,North America,Canada
68ZK73,Vortex ,California's Great America,North America,United States
63EK67,Vortex ,Canada's Wonderland,North America,Canada
31SE78,Vortex ,Carowinds,North America,United States
47VO13,Vortex ,Kings Island,North America,United States
35ES83,Vuoristorata,Linnanmäki,Europe,Finland
76QI79,Wabash Cannonball ,Opryland USA,North America,United States
93TT11,Wakala ,Bellewaerde,Europe,Belgium
12CJ37,Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,North America,United States
52LY21,West Coast Racers,Six Flags Magic Mountain,North America,United States
16EF71,Whirl Pool Dips,Tolchester Beach Park,North America,United States
42UW98,WhirlWind ,Seabreeze Amusement Park,North America,United States
29KW83,White Canyon ,Yomiuriland,Asia,Japan
87NV41,White Lightning ,Fun Spot America,North America,United States
13PQ60,Whizzer ,Six Flags Great America,North America,United States
98RA19,Wicked ,Lagoon Amusement Park,North America,United States
31OH78,Wicked Cyclone,Six Flags New England,North America,United States
13ZK99,Wicked Twister,Cedar Point,North America,United States
99XE60,Wicker Man ,Alton Towers,Europe,United Kingdom
10TJ45,Wild Cat ,Hersheypark,North America,United States
11QK85,Wild Eagle,Dollywood,North America,United States
92CL89,Wild Kitty,Cedar Point,North America,United States
91BQ41,Wild Mouse ,Beech Bend Park,North America,United States
72QK15,Wild Mouse ,Blackpool Pleasure Beach,Europe,United Kingdom
87YW13,Wild Mouse ,Hersheypark,North America,United States
76IS50,Wild Mouse ,Idlewild and Soak Zone,North America,United States
92EK21,Wild Mouse ,Lagoon Amusement Park,North America,United States
33VW17,Wild Rider,Six Flags Great Adventure,North America,United States
51BM84,Wild Thing ,Valleyfair,North America,United States
13EA46,Wild West Express Coaster,Silver Dollar City,North America,United States
93MP67,WildCat ,Cedar Point,North America,United States
14EB14,Wildcat ,Frontier City,North America,United States
84AS68,Wildcat ,Hersheypark,North America,United States
23IG40,Wildcat ,Jolly Roger Amusement Park,North America,United States
76RX84,Wildcat ,Lake Compounce,North America,United States
51CW63,Wilde Beast,Canada's Wonderland,North America,Canada
53WB90,Wilde maus,Playland,North America,Canada
52TH21,Wilderness Run,Cedar Point,North America,United States
46AZ31,Wilderness Run ,Carowinds,North America,United States
41RT21,Wildfire,Kolmarden Wildlife Park,Europe,Sweden
23VT59,Wildfire ,Silver Dollar City,North America,United States
57KK65,Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",North America,United States
50ET76,Windjammer Surf Racers,Knott's Berry Farm,North America,United States
24TY89,Winja's Fear & Force,Phantasialand,Europe,Germany
65OJ89,Wipeout ,Pleasurewood Hills,Europe,United Kingdom
91HR45,Wipeout ,Six Flags Great America,North America,United States
25YL22,Wodan Timbur Coaster,Europa-Park,Europe,Germany
26WV42,Wolverine Wildcat,Michigan's Adventure,North America,United States
13LB39,Wonder Mountain's Guardian,Canada's Wonderland,North America,Canada
74VZ88,Wonder Woman Coaster,Six Flags Mexico,North America,Mexico
68IL63,Wonder Woman Flight of Courage,Six Flags Magic Mountain,North America,United States
22IM58,Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,North America,United States
90VA22,Wood Coaster ,OCT East,Asia,China
70SP23,Wooden Coaster - Fireball,Happy Valley Shanghai,Asia,China
76JE86,Wooden Roller Coaster ,Playland,North America,United States
63XV24,Wooden Warrior,Quassy Amusement Park,North America,United States
14UD29,Woodstock Express ,Carowinds,North America,United States
31AA32,Woodstock Express ,Cedar Point,North America,United States
34WE35,Woodstock Express ,Dorney Park & Wildwater Kingdom,North America,United States
90RY62,Woodstock Express ,Kings Dominion,North America,United States
78QH36,Woodstock Express ,Kings Island,North America,United States
81SO98,Woodstock Express ,Michigan's Adventure,North America,United States
50CP97,Woodstock's Express ,California's Great America,North America,United States
62XR99,Woody Woodpecker's Nuthouse Coaster,Universal Studios Florida,North America,United States
94CJ99,X2 ,Six Flags Magic Mountain,North America,United States
56KE88,Xcelerator,Knott's Berry Farm,North America,United States
75QJ73,X-Coaster,Magic Springs and Crystal Falls,North America,United States
45QD39,X-Flight ,Geauga Lake,North America,United States
89RP76,X-Flight ,Six Flags Great America,North America,United States
54PU68,XLR-8,Six Flags AstroWorld,North America,United States
94UH62,Xpress: Platform 13,Walibi Holland,Europe,Netherlands
29NM30,Yankee Cannonball,Canobie Lake Park,North America,United States
74RA17,Yukon Striker,Canada's Wonderland,North America,Canada
44LW22,Zach's Zoomer,Michigan's Adventure,North America,United States
20OX17,Zadra ,Energylandia,Europe,Poland
35YR57,ZDT's Amusement Park,ZDT's Amusement Park,North America,United States
71PG62,Zeus ,Mt. Olympus Water & Theme Park,North America,United States
84DT86,Zimerman ,Wonderland Eurasia,Asia,Turkey
56PQ30,Zip ,Oaks Amusement Park,North America,United States
35LJ80,Zipper Dipper,Blackpool Pleasure Beach,Europe,United Kingdom
60UF69,Zippin Pippin,Bay Beach Amusement Park,North America,United States
63MJ87,Zoomerang ,Lake Compounce,North America,United States
92WF57,Zydeco Scream,Six Flags New Orleans,North America,United States
